time_s,r=0.0cm,r=0.1cm,r=0.2cm,r=0.3cm,r=0.4cm,r=0.5cm,r=0.6cm,r=0.7cm,r=0.8cm,r=0.9cm,r=1.0cm,r=1.1cm,r=1.2cm,r=1.3cm,r=1.4cm,r=1.5cm,r=1.6cm,r=1.7cm,r=1.8cm,r=1.9cm,surface,radius_cm
112800,0.217364623447,0.216742913779,0.214871497516,0.211730460440,0.207282810814,0.201467573047,0.194186983947,0.185282208114,0.174483659099,0.161295669458,0.144668224612,0.121635645019,0.061978440453,,,,,,,,0.058473967937,1.201000000000
112860,0.217259232718,0.216638008259,0.214768047743,0.211629437802,0.207185189885,0.201374337081,0.194099136162,0.185200793791,0.174409809456,0.161230695339,0.144613849553,0.121594801946,0.061965514260,,,,,,,,0.058462305184,1.201000000000
112920,0.217153994735,0.216533254671,0.214664747463,0.211528560607,0.207087708751,0.201281233682,0.194011412147,0.185119492862,0.174336061194,0.161165808789,0.144559546019,0.121554010797,0.061952610780,,,,,,,,0.058450666636,1.201000000000
112980,0.217048909169,0.216428652688,0.214561596356,0.211427828543,0.206990367113,0.201188262567,0.193923811640,0.185038305088,0.174262414103,0.161101009628,0.144505313867,0.121513271471,0.061939729955,,,,,,,,0.058439052227,1.201000000000
113040,0.216943975692,0.216324201984,0.214458594100,0.211327241299,0.206893164673,0.201095423457,0.193836334382,0.184957230234,0.174188867974,0.161036297679,0.144451152953,0.121472583867,0.061926871728,,,,,,,,0.058427461890,1.201000000000
113100,0.216839193978,0.216219902233,0.214355740378,0.211226798565,0.206796101136,0.201002716072,0.193748980112,0.184876268064,0.174115422598,0.160971672764,0.144397063136,0.121431947884,0.061914036043,,,,,,,,0.058415895562,1.201000000000
113160,0.216734563699,0.216115753112,0.214253034870,0.211126500032,0.206699176204,0.200910140133,0.193661748573,0.184795418344,0.174042077767,0.160907134706,0.144343044273,0.121391363421,0.061901222841,,,,,,,,0.058404353178,1.201000000000
113220,0.216630084531,0.216011754297,0.214150477258,0.211026345393,0.206602389583,0.200817695360,0.193574639506,0.184714680837,0.173968833275,0.160842683328,0.144289096222,0.121350830378,0.061888432068,,,,,,,,0.058392834672,1.201000000000
113280,0.216525756148,0.215907905466,0.214048067227,0.210926334338,0.206505740980,0.200725381478,0.193487652653,0.184634055312,0.173895688914,0.160778318453,0.144235218843,0.121310348654,0.061875663666,,,,,,,,0.058381339981,1.201000000000
113340,0.216421578229,0.215804206296,0.213945804459,0.210826466563,0.206409230100,0.200633198209,0.193400787758,0.184553541534,0.173822644477,0.160714039907,0.144181411993,0.121269918150,0.061862917579,,,,,,,,0.058369869039,1.201000000000
113400,0.216317550450,0.215700656468,0.213843688640,0.210726741762,0.206312856650,0.200541145278,0.193314044565,0.184473139270,0.173749699760,0.160649847513,0.144127675533,0.121229538765,0.061850193752,,,,,,,,0.058358421784,1.201000000000
113460,0.216213672489,0.215597255662,0.213741719456,0.210627159629,0.206216620340,0.200449222408,0.193227422819,0.184392848291,0.173676854557,0.160585741098,0.144074009322,0.121189210401,0.061837492129,,,,,,,,0.058346998151,1.201000000000
113520,0.216109944026,0.215494003558,0.213639896594,0.210527719862,0.206120520878,0.200357429325,0.193140922265,0.184312668362,0.173604108663,0.160521720486,0.144020413219,0.121148932958,0.061824812654,,,,,,,,0.058335598077,1.201000000000
